name,idx
Arthrobacter phage CaptnMurica,747
Arthrobacter phage Gordon,748
Arthrobacter phage Mudcat,749
Vibrio phage 1.026.O._10N.222.49.C7,75
Faecalibacterium phage FP_oengus,750
Gordonia phage Avazak,751
Gordonia phage Chikenjars,752
Gordonia phage Crocheter,753
Gordonia phage Duffington,754
Gordonia phage Kenosha,755
Gordonia phage OhMyWard,756
Gordonia phage Rickmore,757
Gordonia phage Secretariat,758
Gordonia phage Tanis,759
Vibrio phage 1.097.O._10N.286.49.B3,76
Gordonia phage Untouchable,760
Lactococcus phage 1706,761
Lactococcus phage P078,762
Lactococcus phage P092,763
Lactococcus phage P118,764
Lactococcus phage P162,765
Rhodococcus phage ReqiPepy6,766
Rhodococcus phage ReqiPoco6,767
Streptomyces phage Bing,768
Streptomyces phage DrGrey,769
Vibrio phage 1.169.O._10N.261.52.B1,77
Streptomyces phage Rima,770
Streptomyces phage Scap1,771
Gordonia phage GMA5,772
Arthrobacter phage Decurro,773
Gordonia phage GRU3,774
Gordonia phage McGonagall,775
Rhodococcus phage RRH1,776
Arthrobacter phage Liebe,777
Arthrobacter phage Yang,778
Microbacterium phage Zeta1847,779
Vibrio phage 1.188.A._10N.286.51.A6,78
Streptomyces phage Aaronocolus,780
Streptomyces phage AbbeyMikolon,781
Streptomyces phage Amela,782
Streptomyces phage Attoomi,783
Streptomyces phage Caliburn,784
Streptomyces phage Danzina,785
Streptomyces phage Hydra,786
Streptomyces phage Izzy,787
Streptomyces phage Lannister,788
Streptomyces phage Lika,789
Vibrio phage 1.224.A._10N.261.48.B1,79
Streptomyces phage Lilbooboo,790
Streptomyces phage Nanodon,791
Streptomyces phage Rowa,792
Streptomyces phage Sujidade,793
Streptomyces phage Vash,794
Streptomyces phage Zemlya,795
Streptomyces phage phiCAM,796
Streptomyces phage phiELB20,797
Streptomyces phage phiSASD1,798
Streptomyces virus TG1,799
Paracoccus phage vB_PmaS-R3,8
Vibrio phage 1.261.O._10N.286.51.A7,80
Arthrobacter phage Kitkat,800
Arthrobacter phage KellEzio,801
Gordonia phage Gsput1,802
Nocardia phage NBR1,803
Microbacterium phage Fireman,804
Arthrobacter phage Tank,805
Microbacterium phage Hyperion,806
Microbacterium phage KaiHaiDragon,807
Microbacterium phage MementoMori,808
Microbacterium phage Metamorphoo,809
Vibrio phage JA-1,81
Microbacterium phage OneinaGillian,810
Microbacterium phage Paschalis,811
Microbacterium phage Quhwah,812
Microbacterium phage RobsFeet,813
Microbacterium phage Squash,814
Rhodococcus phage REQ2,815
Shigella phage SfII,816
Azospirillum phage Cd,817
Bacillus virus PBS1,818
Bacillus phage AR9,819
Vibrio phage JSF3,82
Yersinia phage phiR1-37,820
Lactococcus phage asccphi28,821
Weissella phage phiYS61,822
Bacillus phage B4,823
Bacillus phage AvesoBmore,824
Bacillus phage B5S,825
Bacillus phage BCP78,826
Bacillus phage BCP8-2,827
Bacillus phage BCU4,828
Bacillus phage BPS10C,829
Vibrio phage VCO139,83
Bacillus phage BPS13,830
Bacillus phage BSP38,831
Bacillus phage Bastille,832
Bacillus phage Bcp1,833
Bacillus phage Belinda,834
Bacillus phage BigBertha,835
Bacillus phage Bobb,836
Bacillus phage Bp8p-C,837
Bacillus phage Bp8p-T,838
Bacillus phage CAM003,839
Vibrio phage phi 1,84
Bacillus phage DIGNKC,840
Bacillus phage Deep Blue,841
Bacillus phage DirtyBetty,842
Bacillus phage Eldridge,843
Bacillus phage Evoli,844
Bacillus phage Eyuki,845
Bacillus phage Grass,846
Bacillus phage Hakuna,847
Bacillus phage Hoody T,848
Bacillus phage JBP901,849
Xanthomonas phage RiverRider,85
Bacillus phage Kida,850
Bacillus phage Mater,851
Bacillus phage Megatron,852
Bacillus phage Moonbeam,853
Bacillus phage Nemo,854
Bacillus phage Nigalana,855
Bacillus phage NotTheCreek,856
Bacillus phage Phrodo,857
Bacillus phage Riley,858
Bacillus phage SageFayge,859
Caulobacter phage Seuss,86
Bacillus phage SalinJah,860
Bacillus phage Shbh1,861
Bacillus phage Spock,862
Bacillus phage Troll,863
Bacillus phage TsarBomba,864
Bacillus phage W.Ph.,865
Bacillus phage Zuko,866
Bacillus phage phiAGATE,867
Bacillus phage vB_BanS-Tsamsa,868
Bacillus phage vB_BmeM-Goe8,869
Achromobacter phage JWF,87
Bacillus phage vB_BsuM-Goe3,870
Bacillus virus BM15,871
Brochothrix phage A9,872
Lactobacillus phage 3-521,873
Lactobacillus phage Lpa804,874
Lactobacillus phage LpeD,875
Bacillus phage CP-51,876
Lactobacillus phage Bacchae,877
Lactobacillus phage Bromius,878
Lactobacillus phage Iacchus,879
Acinetobacter phage YMC11/11/R3177,88
Lactobacillus phage Semele,880
Streptococcus phage Dp-1,881
Bacillus phage BCD7,882
Streptomyces phage BRock,883
Bacillus phage Deep-Purple,884
Bacillus phage BCJA1c,885
Faecalibacterium phage FP_Lugh,886
Lactobacillus phage LL-H,887
Lactobacillus phage phiJB,888
Lactobacillus phage phig1e,889
Burkholderia phage BcepNazgul,89
Listeria phage A118,890
Listeria phage A500,891
Listeria phage LP-030-3,892
Listeria phage vB_LmoS_293,893
Paenibacillus phage Vegas,894
Streptococcus phage 5093,895
Streptococcus phage A25,896
Streptococcus phage PH15,897
Streptococcus phage phiARI0468-4,898
Streptococcus phage phiNJ2,899
Pseudomonas phage 73,9
Achromobacter phage phiAxp-2,90
Bacillus phage CampHawk,900
Enterococcus phage ECP3,901
Enterococcus phage EFDG1,902
Enterococcus phage EFP01,903
Enterococcus phage EfV12-phi1,904
Enterococcus phage EFLK1,905
Listeria phage LMSP-25,906
Listeria phage LMTA-148,907
Listeria phage LMTA-57,908
Listeria phage LMTA-94,909
Enterobacter phage Enc34,91
Listeria phage LP-048,910
Listeria phage LP-064,911
Listeria phage LP-083-2,912
Listeria phage LP-124,913
Listeria phage LP-125,914
Listeria phage List-36,915
Listeria phage vB_LmoM_AG20,916
Bacillus phage BtCS33,917
Bacillus phage Fah,918
Bacillus phage Gamma,919
Klebsiella phage KPN N137,92
Bacillus phage PfEFR-4,920
Bacillus phage PfEFR-5,921
Bacillus phage phIS3501,922
Bacillus phage phi4B1,923
Bacillus phage phiCM3,924
Bacillus phage vB_BceS-MY192,925
Bacillus phage vB_BtS_B83,926
Clostridium phage phi3626,927
Clostridium phage phiCT19406C,928
Clostridium phage phiCT453B,929
Klebsiella phage Seifer,93
Bacillus phage JL,930
Bacillus phage Shanette,931
Lactobacillus phage 521B,932
Lactobacillus phage SAC12B,933
Listeria phage WIL-1,934
Staphylococcus phage phiIBB-SEP1,935
Staphylococcus phage phiIPLA-C1C,936
Bacillus phage Carmen17,937
Bacillus phage PBC1,938
Bacillus phage Wes44,939
Klebsiella phage Soft,94
Clostridium phage phiCT453A,940
Clostridium phage vB_CpeS-CP51,941
Corynebacterium phage Adelaide,942
Corynebacterium phage Dina,943
Corynebacterium phage Lederberg,944
Corynebacterium phage SamW,945
Corynebacterium phage StAB,946
Corynebacterium phage Stiles,947
Croceibacter phage P2559Y,948
Enterococcus phage phiFL4A,949
Proteus phage pPM_01,95
Lactococcus phage 1358,950
Rhodoferax phage P26218,951
Staphylococcus phage 2638A,952
Staphylococcus phage SMSAP5,953
Staphylococcus phage StauST398-2,954
Staphylococcus phage YMC/09/04/R1988,955
Staphylococcus phage phi2958PVL,956
Staphylococcus phage tp310-2,957
Staphylococcus phage vB_SauS_phi2,958
Staphylococcus phage vB_SpsS_QT1,959
Providencia phage Redjac,96
Streptococcus phage P9,960
Bacillus phage Slash,961
Bacillus phage phi105,962
Clostridium phage PhiS63,963
Clostridium phage phiSM101,964
Geobacillus virus E2,965
Bacillus phage vB_BtS_BMBtp14,966
Bacillus phage Mgbh1,967
Enterococcus phage SAP6,968
Paenibacillus phage Tripp,969
Ruegeria phage DSS3-P1,97
Geobacillus phage GBK2,970
Bacillus phage Palmer,971
Bacillus phage Page,972
Bacillus phage Pascal,973
Bacillus phage Pavlov,974
Bacillus phage Pony,975
Bacillus phage Pookie,976
Staphylococcus phage StB20-like,977
Lactobacillus phage JCL1032,978
Paenibacillus phage BN12,979
Salmonella phage 118970_sal1,98
Paenibacillus phage Eltigre,980
Paenibacillus phage Fern,981
Paenibacillus phage HB10c2,982
Paenibacillus phage Harrison,983
Paenibacillus phage Jacopo,984
Paenibacillus phage Kawika,985
Paenibacillus phage Leyra,986
Paenibacillus phage Likha,987
Paenibacillus phage Lucielle,988
Paenibacillus phage PBL1c,989
Salmonella phage 35,99
Paenibacillus phage Pagassa,990
Paenibacillus phage Tadhana,991
Paenibacillus phage Willow,992
Paenibacillus phage Xenia,993
Paenibacillus phage Yerffej,994
Paenibacillus phage phiIBB_Pl23,995
Bacillus phage Stahl,996
Bacillus phage Staley,997
Bacillus phage Stills,998
Brevibacillus phage Jenst,999
